what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1283419297541
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1283419297669
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1283419305373
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1283419306564
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1283419308113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283419333315
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283419430855
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283419439761
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283419441246
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283419441722
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1283419442988
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090914-1703,"org.eclipse.dltk.testing",1283419443113
stopped,bundle,org.zend.php.debug.debugger,5.3.18.v20100603,"org.zend.php.debug.debugger",1283419443154
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui",1283419443154
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1283419443154
stopped,bundle,org.eclipse.dltk.debug.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.debug.ui",1283419443335
